timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638728,0.294011,0.0,0.380786,0.0,0.827244,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.528383,0.315003,0.407973,0.243219,0.0,0.0,0.0,0.086442,0.03979,0.0,0.886307,0.0,0.684331,0.0,0.0
5,0.0,0.194381,0.115883,0.150085,0.089475,0.0,0.0,0.0,0.70834,0.014638,0.0,0.422286,0.0,0.917402,0.0,0.0
6,0.0,0.071509,0.949587,0.055213,0.733191,0.0,0.0,0.0,0.260584,0.005385,0.0,0.566108,0.0,0.337493,0.0,0.0
7,0.0,0.026307,0.349334,0.020312,0.269726,0.0,0.585969,0.452436,0.095863,0.001981,0.0,0.982902,0.0,0.758914,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.106311,0.387406,0.501746,0.013429,0.0,0.063379,0.022525,0.649832,9.9e-05,0.0,0.178326,0.0,0.841625,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.005293,0.429628,0.02498,0.070286,0.117898,0.117898,0.001121,0.556429,0.197761,0.0,0.054269,0.256128,0.93335,0.0,0.720654
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.332871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.108159,0.064481,0.083512,0.049787,0.000794,0.000794,8e-06,0.394141,0.008145,0.0,0.856256,0.001726,0.510469,0.0,0.004856
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.160799,0.585963,0.758906,0.020312,1.5e-05,0.095862,0.03407,0.758906,0.000149,0.0,0.269723,3.2e-05,0.98289,0.0,8.9e-05
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.021762,0.223127,0.102707,0.002749,2e-06,0.012974,0.004611,0.288981,2e-05,0.0,0.17228,0.374271,0.81309,0.6278,1.2e-05
25,0.0,0.008006,0.082084,0.037784,0.50174,1e-06,0.004773,0.001696,0.10631,7e-06,0.0,0.387401,0.137686,0.299119,0.230955,4e-06
