timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.384227,0.916716,0.161042,0.0,0.0,0.067498,0.0,0.916716,0.593487,0.24875
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.001751,0.0,0.001751,0.023775,0.135335,0.77038,0.0,0.0,0.77038,0.0,0.77038,0.498748,0.015392
13,0.0,0.0,0.0,0.000644,0.544058,0.676172,0.676172,0.049787,0.283407,0.0,0.0,0.283407,0.0,0.676172,0.183479,0.005662
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,1.2e-05,0.95745,0.012385,0.04564,0.000912,0.95745,0.0,0.0,0.005191,0.401299,0.95745,0.003361,0.168198
18,0.0,0.0,0.0,4e-06,0.352226,0.004556,0.840366,0.000335,0.352226,0.0,0.0,0.00191,0.14763,0.840366,0.001236,0.061877
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,1e-06,0.175672,0.000617,0.271348,4.5e-05,0.047669,0.0,0.0,0.271348,0.01998,0.113731,0.271348,0.647402
21,0.0,0.0,0.0,0.0,0.064626,0.000227,0.099823,1.7e-05,0.017536,0.0,0.0,0.568234,0.00735,0.041839,0.099823,0.238166
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.01679,5.9e-05,0.01679,0.228032,0.544057,0.095576,0.0,0.0,0.040059,7e-06,0.544057,0.352225,0.147629
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.449329,0.0,0.0,0.0,0.0,0.0,0.0,0.449329,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.020867,0.0,0.020867,0.283405,0.676169,0.000644,0.0,0.0,0.00027,0.0,0.676169,0.437755,0.183478
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.002824,0.0,0.002824,0.038355,0.21833,0.520908,0.0,0.0,3.7e-05,0.0,0.520908,0.804608,0.024831
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.000382,0.957444,0.401298,0.401298,0.029548,0.957444,0.0,0.0,0.168197,0.0,0.957444,0.108892,0.003361
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,1.9e-05,0.99999,0.019979,0.07363,0.001471,0.047668,0.0,0.0,0.008374,0.647399,0.647399,0.005421,0.271347
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,3e-06,0.770373,0.002704,0.498744,0.000199,0.20904,0.0,0.0,0.001133,0.087616,0.498744,0.000734,0.036723
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.104259,0.000366,0.161041,2.7e-05,0.028291,0.0,0.0,0.916706,0.011858,0.067498,0.161041,0.384223
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.005191,1.8e-05,0.108892,1e-06,0.001409,0.0,0.0,0.108892,0.00059,0.619854,0.008018,0.259801
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.000702,2e-06,0.200146,0.0,0.309151,0.0,0.0,0.737595,0.916706,0.384222,0.477523,0.03516
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301194
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.619852,0.0,3.5e-05,0.0,0.770372,0.0,0.015392,0.087616,0.0,0.498743,0.957441,0.259801,0.20904,0.322889
53,0.0,0.0,0.228031,0.0,1.3e-05,0.0,0.283404,0.0,0.437753,0.032232,0.0,0.437753,0.840359,0.544053,0.676165,0.118784
