motifs,time
K,1.336804
L,1.336804
I,1.336804
M,1.336804
N,1.336804
H,1.336804
I,1.340276
O,1.499998
N,1.499998
L,1.503471
E,1.506943
F,1.583332
B,1.586804
H,1.590276
G,1.666665
O,1.666665
N,1.666665
N,1.666665
B,1.670137
F,1.670137
B,1.673609
I,1.833332
L,1.833332
O,1.833332
P,1.833332
O,1.836804
L,1.840276
I,1.999998
O,1.999998
M,2.166664
N,2.333331
B,2.333331
L,2.333331
N,2.336803
G,2.499998
N,2.499998
L,2.50347
E,2.506942
F,2.583331
B,2.586803
H,2.590275
G,2.666664
L,2.666664
O,2.666664
P,2.666664
O,2.670136
L,2.673608
I,2.83333
N,2.83333
L,2.836803
E,2.840275
F,2.916664
B,2.920136
H,2.923608
G,2.999997
O,2.999997
N,2.999997
N,2.999997
B,3.003469
F,3.003469
B,3.006941
I,3.166664
L,3.166664
O,3.166664
P,3.166664
O,3.170136
L,3.173608
I,3.33333
N,3.499996
B,3.499996
N,3.58333
B,3.666663
N,3.666663
G,3.666663
N,3.666663
N,3.670135
I,3.83333
N,3.83333
L,3.836802
E,3.840274
I,3.999996
N,3.999996
K,3.999996
O,3.999996
O,3.999996
N,3.999996
H,3.999996
I,4.003468
L,4.00694
I,4.166662
N,4.166662
L,4.170135
E,4.173607
F,4.249996
B,4.253468
H,4.25694
C,4.322912
F,4.322912
A,4.326385
A,4.326385
B,4.333329
O,4.333329
N,4.333329
N,4.333329
B,4.336801
F,4.336801
B,4.340273
I,4.499996
L,4.499996
O,4.499996
N,4.499996
B,4.499996
K,4.499996
O,4.503468
L,4.50694
F,4.545134
A,4.545134
B,4.572912
D,4.572912
A,4.60069
A,4.60069
B,4.635412
F,4.635412
B,4.666662
O,4.666662
N,4.666662
N,4.666662
B,4.833328
M,4.968745
N,4.968745
A,4.993051
A,4.993051
B,4.999995
N,4.999995
L,4.999995
N,5.003467
G,5.166662
N,5.166662
L,5.170134
E,5.173606
F,5.249995
B,5.253467
H,5.256939
I,5.30555
N,5.30555
A,5.30555
A,5.30555
B,5.333328
L,5.333328
O,5.333328
P,5.333328
O,5.3368
L,5.340272
F,5.361106
D,5.361106
A,5.378467
A,5.378467
B,5.427078
F,5.427078
A,5.427078
A,5.427078
B,5.499994
N,5.499994
L,5.503467
E,5.506939
F,5.583328
B,5.5868
H,5.590272
I,5.652772
N,5.652772
A,5.652772
A,5.652772
B,5.666661
M,5.666661
N,5.666661
N,5.666661
B,5.670133
F,5.670133
B,5.673605
I,5.833328
L,5.833328
O,5.833328
N,5.833328
A,5.833328
A,5.833328
B,5.833328
K,5.833328
O,5.8368
L,5.840272
F,5.881939
D,5.881939
A,5.934022
A,5.934022
B,5.999994
P,6.003466
N,6.003466
B,6.16666
O,6.16666
N,6.170133
F,6.170133
A,6.19791
A,6.19791
B,6.249994
I,6.333327
N,6.333327
G,6.333327
N,6.333327
M,6.333327
N,6.333327
A,6.333327
A,6.333327
B,6.336799
G,6.499994
N,6.499994
L,6.503466
N,6.503466
B,6.503466
C,6.506938
F,6.506938
B,6.506938
C,6.656243
F,6.656243
B,6.66666
N,6.66666
K,6.66666
N,6.66666
B,6.66666
K,6.66666
O,6.66666
N,6.66666
H,6.66666
I,6.670132
L,6.673604
F,6.722216
A,6.722216
A,6.739577
A,6.739577
B,6.784715
D,6.784715
B,6.833326
M,6.833326
N,6.833326
B,6.833326
P,6.836799
E,6.840271
F,6.91666
B,6.920132
H,6.923604
I,6.97916
N,6.97916
B,6.999993
P,6.999993
N,6.999993
P,6.999993
N,6.999993
B,6.999993
P,7.003465
E,7.003465
F,7.003465
B,7.003465
C,7.006937
F,7.026903
A,7.026903
B,7.16666
L,7.16666
O,7.16666
P,7.16666
O,7.170132
L,7.173604
F,7.281243
A,7.281243
A,7.30902
A,7.30902
B,7.333326
O,7.333326
N,7.347215
N,7.347215
A,7.378465
A,7.378465
B,7.499992
M,7.604159
N,7.604159
A,7.649298
A,7.649298
B,7.656242
D,7.656242
B,7.666659
N,7.666659
L,7.666659
N,7.670131
F,7.694437
A,7.694437
B,7.819437
D,7.819437
B,7.833326
N,7.833326
L,7.836798
E,7.84027
F,7.861103
F,7.861103
B,7.916659
F,7.920131
H,7.923603
D,7.96527
F,7.96527
A,7.99652
A,7.99652
B,7.99652
F,7.99652
B,7.999992
L,7.999992
O,7.999992
N,7.999992
B,7.999992
G,7.999992
O,8.003464
L,8.006936
I,8.166658
N,8.166658
L,8.170131
E,8.173603
F,8.249992
B,8.253464
H,8.256936
C,8.27777
F,8.27777
B,8.333325
O,8.333325
N,8.333325
P,8.333325
N,8.333325
A,8.333325
B,8.333325
M,8.333325
N,8.336797
D,8.336797
B,8.340269
I,8.499992
L,8.499992
O,8.499992
N,8.499992
B,8.499992
K,8.499992
O,8.503464
L,8.506936
F,8.51388
A,8.51388
B,8.666658
P,8.67013
N,8.67013
A,8.690964
A,8.690964
B,8.829852
F,8.829852
B,8.833324
O,8.833324
N,8.861102
F,8.861102
B,8.916658
I,8.999991
N,8.999991
G,8.999991
N,8.999991
P,8.999991
N,8.999991
A,8.999991
A,8.999991
B,9.003463
D,9.163185
F,9.163185
B,9.166658
M,9.166658
N,9.166658
B,9.166658
N,9.17013
E,9.173602
F,9.309018
A,9.309018
A,9.309018
A,9.309018
B,9.333324
N,9.333324
K,9.333324
N,9.333324
A,9.333324
B,9.333324
M,9.333324
O,9.333324
P,9.333324
N,9.333324
H,9.333324
I,9.336796
L,9.340268
I,9.49999
N,9.49999
L,9.503463
E,9.506935
F,9.583324
B,9.586796
H,9.590268
I,9.62499
N,9.62499
A,9.631935
A,9.631935
B,9.666657
P,9.666657
N,9.666657
N,9.666657
F,9.666657
A,9.666657
A,9.666657
B,9.666657
C,9.670129
F,9.670129
B,9.673601
I,9.833324
L,9.833324
O,9.833324
N,9.833324
A,9.833324
A,9.833324
B,9.833324
K,9.833324
O,9.836796
L,9.840268
F,9.986101
A,9.986101
A,9.986101
A,9.986101
B,9.99999
O,9.99999
M,10.166656
N,10.315962
N,10.315962
A,10.315962
A,10.315962
B,10.333323
N,10.333323
L,10.333323
N,10.336795
G,10.49999
N,10.49999
L,10.503462
E,10.506934
E,10.562489
F,10.562489
B,10.583323
H,10.586795
H,10.590267
I,10.593739
N,10.593739
B,10.593739
D,10.593739
A,10.635406
A,10.635406
B,10.659712
D,10.659712
B,10.666656
L,10.666656
O,10.666656
P,10.666656
O,10.670128
L,10.670128
F,10.670128
B,10.6736
F,10.770823
A,10.770823
A,10.786448
A,10.786448
B,10.833322
N,10.833322
L,10.836795
E,10.840267
F,10.916656
B,10.920128
H,10.9236
G,10.999989
O,10.999989
N,10.999989
N,10.999989
B,11.003461
F,11.003461
B,11.006933
I,11.166656
L,11.166656
O,11.166656
N,11.166656
B,11.166656
K,11.166656
O,11.170128
L,11.1736
F,11.20485
A,11.20485
B,11.333322
M,11.489572
N,11.489572
B,11.499988
O,11.499988
N,11.499988
F,11.499988
B,11.583322
C,11.652766
F,11.652766
A,11.659711
A,11.659711
B,11.666655
N,11.666655
G,11.666655
N,11.666655
N,11.670127
E,11.826377
F,11.826377
A,11.826377
A,11.826377
B,11.833322
N,11.833322
L,11.836794
E,11.840266
E,11.975682
F,11.975682
A,11.993044
A,11.993044
B,11.993044
D,11.993044
A,11.996516
A,11.996516
B,11.999988
N,11.999988
K,11.999988
O,11.999988
O,11.999988
N,11.999988
H,11.999988
I,12.00346
L,12.006932
F,12.010405
D,12.010405
A,12.090266
A,12.090266
B,12.166654
N,12.166654
L,12.170127
E,12.173599
F,12.249988
B,12.25346
H,12.256932
I,12.295127
N,12.295127
B,12.333321
P,12.333321
N,12.333321
P,12.333321
M,12.333321
P,12.333321
N,12.333321
B,12.333321
H,12.336793
D,12.336793
F,12.336793
B,12.336793
C,12.340265
I,12.499988
L,12.499988
O,12.499988
P,12.499988
O,12.50346
L,12.506932
F,12.607626
A,12.607626
A,12.621515
A,12.621515
B,12.666654
O,12.666654
N,12.670126
N,12.670126
A,12.680543
A,12.680543
B,12.83332
M,12.916654
N,12.916654
B,12.95832
D,12.95832
B,12.993043
F,12.993043
B,12.999987
N,12.999987
L,12.999987
N,13.003459
F,13.003459
A,13.003459
B,13.128459
D,13.128459
B,13.166654
N,13.166654
L,13.170126
F,13.170126
B,13.170126
E,13.173598
F,13.249987
B,13.253459
H,13.256931
D,13.312487
F,13.312487
A,13.322903
A,13.322903
B,13.322903
F,13.322903
B,13.33332
L,13.33332
O,13.33332
P,13.33332
O,13.336792
N,13.336792
A,13.336792
B,13.340264
I,13.499986
N,13.499986
L,13.503459
E,13.506931
F,13.58332
B,13.586792
H,13.590264
G,13.666653
O,13.666653
N,13.666653
N,13.666653
B,13.670125
F,13.670125
B,13.673597
C,13.791653
F,13.791653
A,13.809014
A,13.809014
B,13.83332
L,13.83332
O,13.83332
P,13.83332
O,13.836792
L,13.836792
F,13.836792
B,13.840264
F,13.871514
F,13.871514
B,13.871514
F,13.871514
B,13.999986
N,14.166652
B,14.166652
N,14.249986
B,14.333319
N,14.333319
G,14.333319
N,14.333319
N,14.336791
I,14.499986
N,14.499986
L,14.503458
E,14.50693
I,14.666652
N,14.666652
K,14.666652
L,14.666652
O,14.666652
N,14.666652
N,14.666652
B,14.670124
E,14.673596
F,14.680541
D,14.680541
I,14.680541
N,14.680541
N,14.680541
J,14.833318
O,14.833318
L,14.836791
E,14.840263
F,14.916652
B,14.920124
H,14.923596
G,14.999985
O,14.999985
N,14.999985
N,14.999985
B,15.003457
F,15.003457
B,15.006929
I,15.166652
L,15.166652
O,15.166652
O,15.166652
O,15.170124
L,15.173596
I,15.333318
O,15.333318
M,15.499984
N,15.666651
B,15.666651
L,15.666651
N,15.670123
G,15.833318
N,15.833318
L,15.83679
E,15.840262
F,15.916651
B,15.920123
H,15.923595
G,15.999984
L,15.999984
O,15.999984
O,15.999984
O,16.003456
L,16.006928
I,16.16665
N,16.16665
L,16.170123
E,16.173595
F,16.249984
B,16.253456
H,16.256928
I,16.302067
N,16.302067
B,16.333317
P,16.333317
N,16.333317
O,16.333317
N,16.333317
B,16.333317
F,16.333317
B,16.333317
N,16.336789
F,16.336789
B,16.340261
E,16.381928
F,16.381928
A,16.482622
A,16.482622
B,16.493039
F,16.493039
B,16.499984
L,16.499984
O,16.499984
O,16.499984
O,16.503456
L,16.506928
E,16.555539
F,16.555539
A,16.663178
A,16.663178
B,16.66665
M,16.684011
N,16.684011
B,16.833316
P,16.833316
N,16.91665
B,16.999983
N,16.999983
G,16.999983
N,16.999983
O,16.999983
N,16.999983
B,17.003455
M,17.020816
N,17.020816
B,17.16665
N,17.16665
L,17.170122
E,17.173594
I,17.333316
N,17.333316
K,17.333316
N,17.333316
A,17.333316
B,17.333316
M,17.333316
O,17.333316
N,17.333316
N,17.333316
H,17.333316
I,17.336788
L,17.34026
I,17.499982
N,17.499982
L,17.503455
E,17.506927
F,17.583316
B,17.586788
H,17.59026
I,17.666649
N,17.666649
B,17.666649
M,17.666649
N,17.666649
G,17.666649
N,17.666649
B,17.666649
N,17.670121
N,17.670121
B,17.673593
E,17.819427
F,17.819427
B,17.833316
L,17.833316
O,17.833316
L,17.833316
F,17.833316
B,17.833316
G,17.833316
K,17.833316
O,17.836788
N,17.836788
B,17.836788
N,17.84026
I,17.999982
O,17.999982
N,18.045121
F,18.045121
A,18.048593
A,18.048593
B,18.048593
D,18.048593
A,18.076371
A,18.076371
B,18.166648
N,18.333315
B,18.333315
L,18.333315
N,18.336787
I,18.357621
N,18.357621
A,18.364565
A,18.364565
B,18.499982
N,18.499982
L,18.503454
E,18.506926
E,18.506926
F,18.506926
A,18.517343
A,18.517343
B,18.583315
H,18.586787
H,18.590259
G,18.666648
L,18.666648
O,18.666648
O,18.666648
O,18.67012
L,18.673592
I,18.833314
N,18.833314
L,18.836787
E,18.840259
F,18.916648
B,18.92012
H,18.923592
I,18.993037
N,18.993037
A,18.996509
A,18.996509
B,18.999981
M,18.999981
N,18.999981
N,18.999981
B,19.003453
F,19.003453
B,19.006925
E,19.048592
F,19.048592
A,19.065953
A,19.065953
B,19.166648
L,19.166648
O,19.166648
O,19.166648
O,19.17012
L,19.173592
I,19.333314
P,19.343731
N,19.343731
A,19.347203
A,19.347203
B,19.49998
O,19.49998
N,19.583314
B,19.666647
N,19.666647
G,19.666647
N,19.666647
P,19.666647
N,19.666647
B,19.670119
C,19.670119
F,19.670119
B,19.833314
N,19.833314
L,19.836786
N,19.836786
B,19.836786
C,19.840258
F,19.840258
